Date,Open,High,Low,Close,Adj Close,Volume
2012-05-18,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-21,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-22,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-23,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-24,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-25,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-29,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-30,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-31,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-04,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-05,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-06,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-07,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-08,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-11,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-12,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-13,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-14,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-15,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-18,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-19,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-20,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-21,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-22,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-25,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-26,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-27,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-28,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-29,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-02,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-03,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-05,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-06,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-09,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-10,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-11,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-12,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-13,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-16,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-17,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-18,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-19,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-20,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-23,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-24,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-25,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-26,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-27,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-30,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-31,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-02,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-03,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-06,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-07,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-08,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-09,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-10,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-13,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-14,-1.0073862419424806,-1.2441097618761496,-1.2278217394267124,-1.0415456100462563,-1.0415456100462563,10811671.58322534
2012-08-15,-0.3876676316393919,0.47118104027097374,0.5580081318931747,1.1810227140459872,1.1810227140459872,14079436.748656191
2012-08-16,0.0414835337003403,-0.8860360794597746,-0.8059294410940012,-1.7541054969861953,-1.7541054969861953,118360109.88448927
2012-08-17,-0.4017506554316945,0.2454679633180774,-0.44849494463383976,-0.23972323627001657,-0.23972323627001657,38676734.74120636
2012-08-20,-0.7792466925880959,0.2553433923817643,-0.03739295890624206,0.9729715393817138,0.9729715393817138,2646401.7591775954
2012-08-21,0.9086052092334782,-0.20918058017070962,0.4072087646845759,-1.1406191942098403,-1.1406191942098403,-24155083.240092188
2012-08-22,-0.540592449317721,-0.3382764461854393,-0.2505356283586728,0.6685486299008474,0.6685486299008474,-31574972.811850145
2012-08-23,0.3097259871875231,0.501258955788682,0.4542856114542069,-0.2740793249232034,-0.2740793249232034,-35403549.542038485
2012-08-24,-0.07891578324615267,-0.22552686273314038,-0.2480818186532474,0.10672074226786066,0.10672074226786066,-25717492.591685057
2012-08-27,-0.0153013209615942,-0.09464243670575101,-0.10261315794395998,-0.3193773556254378,-0.3193773556254378,-27538243.98948145
2012-08-28,-0.38071495984455694,-0.052202539500516565,-0.1038527504341289,0.29312056280808463,0.29312056280808463,-13972179.327827588
2012-08-29,0.3836082121978528,0.09285716148582779,0.16634388146112045,-0.34482592644123855,-0.34482592644123855,-20695809.721783236
2012-08-30,-0.1813328740846032,0.05899075567190337,-0.05371892572929937,0.10937684179810958,0.10937684179810958,1426079.931247808
2012-08-31,-0.5383581430623181,-0.7974711542770763,-1.0231646367655962,-1.0848568058757557,-1.0848568058757557,26041664.316052515
2012-09-04,-0.36240983113826886,0.09777016403595695,-0.13680475070257359,-0.010944818537382162,-0.010944818537382162,804962.1149775088
2012-09-05,0.38941449810305073,0.716679625198541,0.7612580020121094,0.7946971448137425,0.7946971448137425,17487707.979074582
2012-09-06,0.3421100366953169,0.14709300569582595,0.3164630085386477,0.1679428635334439,0.1679428635334439,-4730411.450848781
2012-09-07,0.19103742821577896,-0.14681725367545795,-0.09416137921078871,0.014976778468543728,0.014976778468543728,-9927560.04347507
2012-09-10,-0.15283584392273752,-0.2905030876060124,-0.23128433026432305,-0.17331551412576118,-0.17331551412576118,-16881798.573354498
2012-09-11,-0.09581596242701806,0.5423653968658506,0.37729380844707094,0.6706198585369592,0.6706198585369592,15572617.174796417
2012-09-12,1.8890153359188595,1.2950006060836365,1.3199831114945795,1.2974732699367912,1.2974732699367912,77001353.37633735
2012-09-13,-0.5914769463498892,-0.748712468115599,-0.14223780723827417,-0.5635192669797178,-0.5635192669797178,-14584982.932541326
2012-09-14,0.27600538443634903,0.5324783453025184,0.24335984311126424,1.5189544374091852,1.5189544374091852,10088220.755329378
2012-09-17,1.4470248124463936,0.27032141305553026,0.5083984855735046,-0.9430772698500327,-0.9430772698500327,-16365520.137318224
2012-09-18,-1.6824400279260807,-1.1786238292472717,-0.3225977330171297,0.6795772991173976,0.6795772991173976,-21121861.9171066
2012-09-19,0.957315616855567,1.9693567418741686,0.4690139346891087,1.1967923350644192,1.1967923350644192,29193846.66337446
2012-09-20,0.7564648424049416,-1.0872468883867583,0.6271883019024891,-0.9425276827405469,-0.9425276827405469,-9079666.16739779
2012-09-21,-0.35776880601785876,0.13865175125814844,-0.18365546867144644,0.5537425124394275,0.5537425124394275,-7934181.391418517
2012-09-24,-1.0865613466755306,-1.2677387239403188,-2.228491511991866,-2.1255449164246336,-2.1255449164246336,23212569.99286458
2012-09-25,-0.1615935212732751,0.007853249628947623,0.6199640556398514,0.06552653676757814,0.06552653676757814,-21521525.579146504
2012-09-26,-0.9518822095175032,0.007919578967634067,-0.5043502685288423,0.14550558347067266,0.14550558347067266,-16887183.3009665
2012-09-27,1.2127014769847868,0.4643533143959786,0.5031007284381595,-0.26282137051511967,-0.26282137051511967,-19154894.385286592
2012-09-28,-0.8286293539105642,0.801340495340078,0.20659848074070197,1.3787411399710905,1.3787411399710905,22436144.99793127
2012-10-01,1.7619957560280746,0.060517356390338506,1.1405905480824572,0.034926284075215364,0.034926284075215364,-5306924.745478287
2012-10-02,-0.5729921386850059,-0.4610394530304234,-0.29524089529501296,0.39464162211675813,0.39464162211675813,-22640560.977946617
2012-10-03,0.329699421472462,0.08708972624977562,-0.0012163476761877234,-0.5709245219570747,-0.5709245219570747,-9626056.341753095
2012-10-04,-0.07332642172543302,-0.09604997884889599,-0.3859876011045138,0.2930155212269234,0.2930155212269234,6867898.963764444
2012-10-05,-0.9348489145661709,-0.7139059974785766,-0.4064659104301853,-1.1709694114166211,-1.1709694114166211,-4599372.326863393
2012-10-08,-0.8111807608120252,-0.4067572237917041,-0.5655866519811106,-0.22318761794160125,-0.22318761794160125,-10327136.634463854
2012-10-09,0.3124117072479926,0.31536027215944173,0.02472634230687376,-0.2355067898075518,-0.2355067898075518,-11062485.95592723
2012-10-10,-0.5185289362388126,-0.5240576174710654,-0.48367246014495535,-0.5199151581420232,-0.5199151581420232,4864244.550993815
2012-10-11,0.11755533206005353,0.3928734910198699,0.3243699528838917,0.18761476196692328,0.18761476196692328,-16621208.978555493
2012-10-12,-0.14393913113496737,-0.19656627438691388,-0.19916506631939868,-0.29844492028312786,-0.29844492028312786,-11652658.16505728
2012-10-15,-0.023168402239051034,0.1810054989518619,0.05895155698270571,0.08889849240561531,0.08889849240561531,-6815089.077425376
2012-10-16,0.015269125332643796,-0.24558639867023757,-0.19831272252491772,-0.09433379897255989,-0.09433379897255989,-3857294.301103737
2012-10-17,-0.18280565079258793,0.9105331280963327,0.1318742875878094,0.44146623241509886,0.44146623241509886,18932295.67203644
2012-10-18,0.2619194776365532,-1.1818795800885198,-0.5088251079273114,-1.0074973395976095,-1.0074973395976095,17360705.50220234
2012-10-19,-0.77949768414042,-0.29426082303186263,0.0665394379011417,0.2660959978382209,0.2660959978382209,-5928431.967224263
2012-10-22,0.45148245834205625,0.7876738666913816,0.26325198599685606,0.16977398464775817,0.16977398464775817,-2862422.6443168446
2012-10-23,-0.06139153211208637,0.12225625311281263,-0.031254299473214786,0.2082247047694814,0.2082247047694814,44294805.912697084
2012-10-24,4.882863189408006,4.24449219686948,3.74242031961197,3.6787304197016475,3.6787304197016475,173838596.21284118
2012-10-25,-2.4721613622626997,-3.6548038967297494,-1.5775334044349947,-1.3680279623606246,-1.3680279623606246,-58884997.6637668
2012-10-26,-1.2834366563972779,-0.08289574996249627,-0.4486527487843297,-0.1074535967877388,-0.1074535967877388,-8264104.678351343
2012-10-31,-1.4330787367589082,-1.179768187588401,-1.0189023810200197,-1.0958044051442144,-1.0958044051442144,21102473.379310653
2012-11-01,0.6382316187991321,0.5654784044538843,0.5729043568288112,0.39621939427758335,0.39621939427758335,-52246660.44309269
2012-11-02,0.07105581702565544,0.29941188462755974,-0.035374058146661724,-0.23580384997299575,-0.23580384997299575,-24294644.90631415
2012-11-05,-0.19066942527929243,-0.318842877583446,-0.15777157990362056,0.20507628286958735,0.20507628286958735,-25582566.164559454
2012-11-06,0.18317485310800663,-0.02100094302640798,0.10922281960840863,-0.17404667569665122,-0.17404667569665122,-21462226.67307435
2012-11-07,-0.42982643571003365,-0.3688252065501203,-0.641236619739594,-0.6299748003882009,-0.6299748003882009,-12210539.2967937
2012-11-08,-0.22942864931544094,-0.03339044563976046,-0.2292415106730452,-0.4241405993713805,-0.4241405993713805,-10133344.315271318
2012-11-09,-0.49150679633412153,-0.6270596984559127,-0.7623843502483112,-0.744491106034392,-0.744491106034392,-297638.1744647324
2012-11-12,-0.6801430743565575,0.4961187727312222,-0.04461973246711537,0.9597148111061067,0.9597148111061067,22651749.81276109
2012-11-13,0.6465086218288292,-0.12288549170644814,0.743173781020527,-0.4045940000886574,-0.4045940000886574,15772595.903482467
2012-11-14,0.3539583605503509,2.413929766268396,0.18654569318608338,2.662530508832095,2.662530508832095,169492931.38861012
2012-11-15,2.1363343704351436,-1.040826852720631,1.638884816061367,-0.6240348530978963,-0.6240348530978963,-58425067.898350835
2012-11-16,-0.6478166131759657,1.37660002559495,0.07724618308846232,1.5260133184334954,1.5260133184334954,25117865.553430438
2012-11-19,1.7916655528180776,-0.40649417819502176,0.5232811479016597,-0.852417006822435,-0.852417006822435,-10194361.790921152
2012-11-20,-1.6429971006132575,-0.3622308363155575,-0.2881012588423886,0.08968040708723635,0.08968040708723635,-40535447.26850772
2012-11-21,0.7756405825972941,0.7048640873462126,0.38785953535549567,1.1398936535120043,1.1398936535120043,21180578.308780864
2012-11-23,1.2512834661270773,-0.09522144770643592,0.7356634076012831,-0.4843466245438677,-0.4843466245438677,-54994334.86192486
2012-11-26,0.06931588117189236,1.3228994106402787,0.7094963834947947,2.0027335422511356,2.0027335422511356,65498571.35186275
2012-11-27,1.0344777193612593,-0.16821221376384088,0.40045409901269835,-0.039095752562641195,-0.039095752562641195,-9348100.558983788
2012-11-28,-0.340891776450551,-0.24506582984041003,0.11422449848588201,0.002490631802309906,0.002490631802309906,-34262776.292978495
2012-11-29,0.5871752955327167,1.0067995511202952,0.3322044806803355,0.9330423720601182,0.9330423720601182,20887523.3277795
2012-11-30,0.6380828473071567,0.06590135778845507,0.48633204053477996,0.5555016968565702,0.5555016968565702,45160911.978740126
2012-12-03,0.5745660227599245,0.6337815097124775,0.05224754183803171,-1.2056866122740004,-1.2056866122740004,23796190.664953753
2012-12-04,-1.1035203481634177,-1.5086142350899046,-0.3605173299470934,0.3367240372762339,0.3367240372762339,-30160912.170187086
2012-12-05,0.8977484078018279,0.5292885327642551,0.6652025057050395,0.14579090279540807,0.14579090279540807,-25287251.809414476
2012-12-06,-0.21760454837870924,-0.1495982915969698,-0.6025955900133546,-0.8427340329236372,-0.8427340329236372,-30120175.537799597
2012-12-07,-0.5946823415459725,0.08789762085250885,0.141409274256052,0.5128152088237137,0.5128152088237137,-15799623.207327917
2012-12-10,0.0885529654146886,0.3869183471602433,0.2546321395161222,0.2962282184507714,0.2962282184507714,-15980133.313720673
2012-12-11,0.8778283808437735,-0.08060621919426225,0.4885745112952975,0.06806305329891771,0.06806305329891771,13424554.991378382
2012-12-12,-0.2035911627538738,-0.14878509073125912,-0.4443673919360833,-0.46724219973457437,-0.46724219973457437,-26575533.832007423
2012-12-13,-0.5024063266800454,0.6414576517312085,0.14014551154449606,0.6436405534909682,0.6436405534909682,20602239.65754862
2012-12-14,0.5722360363562551,-0.6496785520117001,-0.6865787418683098,-1.4994087137563277,-1.4994087137563277,18278460.292554453
2012-12-17,-1.5352037429668322,-1.2043376036606084,-0.2574460249892745,0.10085591015591078,0.10085591015591078,-21543393.511990324
2012-12-18,0.47632608006093236,1.4407165337481196,0.7011362878363911,0.965488785782636,0.965488785782636,-5876036.816454887
2012-12-19,0.8293199209972961,0.04429439147477865,-0.10892146240202649,-0.33503450648340305,-0.33503450648340305,-4826125.354642354
2012-12-20,-0.5109606093941501,-0.7715320468575371,0.16772962588888518,-0.03858425762133422,-0.03858425762133422,-30109942.271534994
2012-12-21,-0.7570411947273783,-0.38106936935002267,-1.0587581338357772,-1.100990154925288,-1.100990154925288,908479.8871628344
2012-12-24,0.0001313779388034675,0.19545757787651397,0.35244602413114734,0.7571283834737557,0.7571283834737557,-30808858.0235945
