ALGORITHM,START,END,TYPE,COMPANY,ERROR
LSTM,2012-06-01,2017-06-01,MAPE,MSFT,0.1618353960216915
LSTM,2013-01-01,2018-01-01,RMSE,MSFT,17.69662717167698
LSTM,2013-01-01,2018-01-01,MAPE,MSFT,0.1619375817064852
LSTM,2013-06-01,2018-06-01,RMSE,MSFT,14.398485745080556
LSTM,2013-06-01,2018-06-01,MAPE,MSFT,0.1129745536799132
LSTM,2014-01-01,2019-01-01,RMSE,MSFT,18.41370345875748
LSTM,2014-01-01,2019-01-01,MAPE,MSFT,0.1224635023869676
LSTM,2014-06-01,2019-06-01,RMSE,MSFT,31.30892396576624
LSTM,2014-06-01,2019-06-01,MAPE,MSFT,0.1731486207335113
LSTM,2010-06-01,2015-06-01,RMSE,AAPL,1.3998002728121757
LSTM,2010-06-01,2015-06-01,MAPE,AAPL,0.0419927647962645
LSTM,2011-01-01,2016-01-01,RMSE,AAPL,1.259425516993127
LSTM,2011-01-01,2016-01-01,MAPE,AAPL,0.0364940517024843
LSTM,2011-06-01,2016-06-01,RMSE,AAPL,2.519172989558308
LSTM,2011-06-01,2016-06-01,MAPE,AAPL,0.0595370860064981
LSTM,2012-01-01,2017-01-01,RMSE,AAPL,3.230229287645781
LSTM,2012-01-01,2017-01-01,MAPE,AAPL,0.0727000494423694
LSTM,2012-06-01,2017-06-01,RMSE,AAPL,2.9988825750345605
LSTM,2012-06-01,2017-06-01,MAPE,AAPL,0.0575592940127967
LSTM,2013-01-01,2018-01-01,RMSE,AAPL,3.398540165475479
LSTM,2013-01-01,2018-01-01,MAPE,AAPL,0.0581050614438125
LSTM,2013-06-01,2018-06-01,RMSE,AAPL,3.054560817977598
LSTM,2013-06-01,2018-06-01,MAPE,AAPL,0.0553143546406141
LSTM,2014-01-01,2019-01-01,RMSE,AAPL,5.470353618126728
LSTM,2014-01-01,2019-01-01,MAPE,AAPL,0.0737670769251235
LSTM,2014-06-01,2019-06-01,RMSE,AAPL,8.942479183181023
LSTM,2014-06-01,2019-06-01,MAPE,AAPL,0.1038029718159364
LSTM,2014-01-01,2019-01-01,RMSE,AAPL,7.393880290975309
LSTM,2014-01-01,2019-01-01,MAPE,AAPL,0.09992977387344808
LSTM,2014-06-01,2019-06-01,RMSE,AAPL,9.11776259096947
LSTM,2014-06-01,2019-06-01,MAPE,AAPL,0.1080326624922266
LSTM,2014-01-01,2019-01-01,RMSE,AMZN,80.52314259295377
LSTM,2014-01-01,2019-01-01,MAPE,AMZN,0.0337897373807447
LSTM,2014-06-01,2019-06-01,RMSE,AMZN,212.94999156831844
LSTM,2014-06-01,2019-06-01,MAPE,AMZN,0.06905068629246858
LSTM,2014-01-01,2019-01-01,RMSE,FB,7.706088784317772
LSTM,2014-01-01,2019-01-01,MAPE,FB,0.03461800683186123
LSTM,2014-06-01,2019-06-01,RMSE,FB,15.340110078975513
LSTM,2014-06-01,2019-06-01,MAPE,FB,0.06604042090916591
LSTM,2014-01-01,2019-01-01,RMSE,GOOG,74.77032761751043
LSTM,2014-01-01,2019-01-01,MAPE,GOOG,0.05039911587167545
LSTM,2014-06-01,2019-06-01,RMSE,GOOG,105.65244790366842
LSTM,2014-06-01,2019-06-01,MAPE,GOOG,0.06849780421045021
LSTM,2014-01-01,2019-01-01,RMSE,MSFT,19.126312380966606
LSTM,2014-01-01,2019-01-01,MAPE,MSFT,0.1291640326626655
LSTM,2014-06-01,2019-06-01,RMSE,MSFT,31.16120722535913
LSTM,2014-06-01,2019-06-01,MAPE,MSFT,0.17174402434092453
